,close,high,low,open,time,volumefrom,volumeto
48,783.05,783.42,782.28,783.26,1513893120.0,580.86,455915.21
49,781.41,783.16,780.92,783.05,1513893180.0,981.82,766481.19
50,781.23,781.51,780.64,781.41,1513893240.0,675.15,528883.6
51,777.95,781.23,777.81,781.23,1513893300.0,930.76,725595.47
52,778.46,778.46,777.24,777.76,1513893360.0,1083.92,843237.45
53,781.11,781.23,778.15,778.32,1513893420.0,583.15,454091.65
54,779.31,781.37,778.58,781.37,1513893480.0,494.14,384611.34
55,780.9,780.9,779.31,779.31,1513893540.0,355.52,277066.65
56,781.11,781.14,780.27,780.83,1513893600.0,413.17,323289.96
57,779.94,781.11,779.87,781.11,1513893660.0,464.14,360906.57
58,780.47,780.83,779.94,779.94,1513893720.0,411.75,319595.78
59,780.18,781.05,780.04,780.49,1513893780.0,405.63,319024.54
60,780.27,780.45,779.94,780.44,1513893840.0,299.54,233168.68
61,779.98,780.71,779.85,780.27,1513893900.0,216.83,168861.05
62,779.61,780.2,779.6,779.98,1513893960.0,259.81,203758.47
63,779.02,779.57,778.99,779.57,1513894020.0,262.91,204458.53
64,779.03,779.43,779.02,779.02,1513894080.0,467.16,366439.7
65,780.46,781.84,779.04,779.08,1513894140.0,824.08,642918.36
66,780.53,780.66,780.12,780.46,1513894200.0,329.56,258873.11
67,780.3,781.0,780.09,780.53,1513894260.0,634.74,496518.26
68,781.33,781.61,780.34,780.58,1513894320.0,580.23,451368.5
69,782.95,783.34,780.98,781.33,1513894380.0,587.99,459390.9
70,784.73,784.73,782.82,782.82,1513894440.0,855.11,667444.15
71,783.96,784.73,783.77,784.73,1513894500.0,526.97,413874.63
72,784.94,785.11,783.95,783.96,1513894560.0,656.82,516879.23
73,784.73,785.52,784.56,784.91,1513894620.0,337.47,265939.36
74,785.08,785.67,784.29,784.73,1513894680.0,400.08,313708.48
75,784.47,786.02,784.32,785.07,1513894740.0,800.33,630322.79
76,784.52,784.78,784.14,784.47,1513894800.0,379.9,297025.04
77,784.77,784.77,784.38,784.53,1513894860.0,228.57,179543.18
78,785.36,785.59,784.44,784.77,1513894920.0,563.61,441224.15
79,786.19,786.2,784.81,785.36,1513894980.0,489.11,386604.2
80,786.67,786.7,786.09,786.19,1513895040.0,421.04,333077.27
81,786.75,786.83,786.51,786.58,1513895100.0,599.89,474422.52
82,786.96,787.08,786.74,786.75,1513895160.0,481.58,378531.84
83,787.03,787.03,786.77,786.96,1513895220.0,507.43,399191.89
84,787.06,787.36,787.01,787.03,1513895280.0,468.53,369904.68
85,787.43,787.47,786.8,787.06,1513895340.0,291.57,229815.32
86,786.13,787.48,785.98,787.43,1513895400.0,597.99,472692.85
87,785.58,786.26,785.34,786.15,1513895460.0,354.57,278585.87
88,784.52,785.58,784.45,785.58,1513895520.0,384.57,304006.39
89,783.91,785.31,783.42,784.51,1513895580.0,545.93,427402.82
90,784.2,784.6,783.75,784.3,1513895640.0,241.17,189173.74
91,784.87,784.9,783.94,784.32,1513895700.0,159.48,125401.53
92,785.79,786.25,784.87,784.87,1513895760.0,418.1,330409.63
93,787.11,787.37,785.69,786.18,1513895820.0,507.51,400158.2
94,789.03,789.04,787.54,787.64,1513895880.0,490.41,386420.41
95,787.74,788.93,787.48,788.68,1513895940.0,345.15,271039.81
96,788.07,788.34,787.65,787.74,1513896000.0,292.76,230048.49
97,787.99,788.25,787.73,788.06,1513896060.0,246.73,194792.8
98,788.51,788.51,787.34,787.99,1513896120.0,304.39,239846.36
99,787.25,788.51,786.82,788.51,1513896180.0,239.31,188856.4
100,787.41,787.81,786.99,787.48,1513896240.0,422.56,331467.76
101,788.11,788.11,787.14,787.41,1513896300.0,432.97,342392.14
102,788.44,788.87,787.85,788.11,1513896360.0,463.25,365978.65
103,787.18,789.17,787.18,788.44,1513896420.0,257.55,202305.82
104,785.79,787.38,785.79,787.18,1513896480.0,340.39,267868.4
105,785.25,786.08,785.1,785.79,1513896540.0,262.8,205186.99
106,785.06,786.17,785.06,785.2,1513896600.0,292.76,228881.34
107,784.43,785.27,784.35,785.26,1513896660.0,720.86,561392.28
108,785.03,785.35,784.22,784.6,1513896720.0,439.95,345250.7
109,783.69,785.12,783.54,785.11,1513896780.0,424.26,332469.6
110,783.41,783.71,783.07,783.59,1513896840.0,191.21,151422.62
111,783.9,784.04,783.41,783.42,1513896900.0,242.9,188716.0
112,783.89,784.51,783.57,783.86,1513896960.0,363.64,284311.64
113,784.2,784.22,783.17,783.89,1513897020.0,374.72,292854.9
114,785.62,785.86,783.81,784.19,1513897080.0,884.23,697009.22
115,786.19,786.9,785.16,785.62,1513897140.0,247.72,195484.17
116,785.08,786.07,784.84,785.96,1513897200.0,362.7,286680.09
117,784.88,785.44,784.44,785.08,1513897260.0,160.39,126198.26
118,784.54,785.24,784.34,784.88,1513897320.0,118.07,93320.45
119,784.44,784.75,784.23,784.56,1513897380.0,211.06,167843.28
120,785.84,785.9,784.33,784.49,1513897440.0,393.88,311293.96
121,786.15,786.68,785.73,786.04,1513897500.0,1068.04,845971.69
122,786.7,787.34,785.94,786.15,1513897560.0,167.01,131332.75
123,786.05,786.62,785.99,786.62,1513897620.0,235.0,185766.48
124,786.8,786.81,786.2,786.25,1513897680.0,274.56,215913.78
125,786.23,786.87,786.07,786.8,1513897740.0,198.95,156532.48
126,787.49,787.49,785.97,786.23,1513897800.0,438.92,342969.77
127,787.87,788.04,787.42,787.49,1513897860.0,252.47,199167.1
128,787.2,788.13,786.7,787.88,1513897920.0,547.05,429459.89
129,785.65,787.66,785.65,787.2,1513897980.0,594.71,466012.45
130,785.29,785.87,785.04,785.64,1513898040.0,245.69,193080.16
131,785.14,785.87,784.88,785.29,1513898100.0,125.63,99196.75
132,786.12,786.12,784.85,785.15,1513898160.0,244.94,194145.44
133,786.12,786.47,785.57,786.12,1513898220.0,173.2,136366.55
134,786.83,786.85,785.95,786.12,1513898280.0,187.26,147925.7
135,787.91,787.91,787.04,787.04,1513898340.0,319.39,253057.19
136,788.08,788.95,786.74,787.91,1513898400.0,1057.13,837672.71
137,787.21,788.38,787.16,788.08,1513898460.0,440.89,346857.36
138,787.95,788.38,786.67,786.67,1513898520.0,484.24,379480.1
139,787.63,788.51,787.35,787.97,1513898580.0,796.91,628230.93
140,786.32,787.94,785.98,787.63,1513898640.0,674.6,529290.4
141,786.78,787.28,786.24,786.32,1513898700.0,626.69,492464.19
142,788.51,788.8,786.1,786.78,1513898760.0,734.48,577872.81
143,789.07,789.5,788.53,788.77,1513898820.0,461.33,366442.94
144,789.18,789.75,788.98,789.04,1513898880.0,371.42,292973.62
145,787.51,789.27,787.47,788.97,1513898940.0,457.2,359946.86
146,784.99,787.57,784.61,787.51,1513899000.0,732.91,575580.68
147,783.44,785.03,783.38,784.98,1513899060.0,660.82,521312.87
148,784.5,784.52,782.4,783.44,1513899120.0,464.13,367185.28
149,788.06,788.19,784.36,784.36,1513899180.0,842.91,661531.21
150,788.02,788.66,787.92,788.06,1513899240.0,654.17,516667.19
151,787.15,788.14,786.94,788.09,1513899300.0,367.23,290109.32
152,785.18,787.15,785.12,787.15,1513899360.0,258.72,203243.71
153,785.8,786.02,784.38,785.18,1513899420.0,422.93,331916.9
154,785.83,785.96,785.43,785.8,1513899480.0,363.93,285445.81
155,785.22,786.27,784.89,785.83,1513899540.0,361.55,284626.43
156,786.14,786.77,784.93,785.24,1513899600.0,321.65,253025.52
157,785.18,786.12,784.57,786.06,1513899660.0,362.07,284316.14
158,785.16,785.89,784.74,785.18,1513899720.0,332.63,261197.99
159,784.42,785.45,784.18,785.16,1513899780.0,408.53,320897.24
160,785.28,785.32,784.34,784.5,1513899840.0,484.87,380532.64
161,784.04,785.29,784.03,785.29,1513899900.0,413.01,323743.95
162,786.55,786.8,784.04,784.04,1513899960.0,332.33,261160.97
163,786.76,786.76,785.83,786.54,1513900020.0,202.72,159158.96
164,787.31,787.49,785.96,786.63,1513900080.0,363.61,286283.39
165,787.55,787.71,787.14,787.34,1513900140.0,410.41,321668.48
166,787.47,787.62,786.97,787.56,1513900200.0,230.08,181887.71
167,786.97,787.47,786.62,787.47,1513900260.0,172.12,135019.27
168,787.0,787.15,786.2,786.97,1513900320.0,207.33,163410.2
169,786.47,787.31,785.97,787.0,1513900380.0,441.51,347057.92
170,787.12,787.96,786.41,786.47,1513900440.0,947.45,749989.49
171,788.04,788.04,786.38,787.12,1513900500.0,757.13,590389.48
172,788.48,788.55,787.5,787.5,1513900560.0,524.52,412619.15
173,788.87,789.28,788.02,788.56,1513900620.0,488.17,385405.24
174,789.0,789.37,788.65,788.9,1513900680.0,386.36,305067.27
175,789.39,789.49,788.83,789.0,1513900740.0,820.33,648004.39
176,790.52,790.54,789.1,789.39,1513900800.0,611.25,482251.93
177,791.61,791.84,790.51,790.53,1513900860.0,1208.54,956527.82
178,791.0,791.85,790.92,791.71,1513900920.0,403.8,318645.86
179,792.03,792.05,790.95,791.0,1513900980.0,409.52,325376.93
180,793.32,793.41,792.01,792.54,1513901040.0,719.3,571588.33
181,793.69,793.89,792.94,793.33,1513901100.0,521.73,413026.41
182,793.37,793.74,792.91,793.69,1513901160.0,468.93,371791.78
183,793.51,793.66,793.06,793.37,1513901220.0,447.78,353228.02
184,792.87,794.16,792.87,793.51,1513901280.0,523.13,414789.64
185,792.35,793.33,791.98,792.87,1513901340.0,571.79,450129.66
186,792.75,792.76,792.17,792.33,1513901400.0,172.66,137024.74
187,792.4,793.06,792.35,792.92,1513901460.0,195.35,155608.37
188,792.02,792.4,791.55,792.4,1513901520.0,207.83,164333.52
189,791.94,792.27,790.83,792.02,1513901580.0,1284.2,1022442.68
190,791.03,791.94,790.33,791.94,1513901640.0,185.05,146551.46
191,790.99,791.39,790.69,791.03,1513901700.0,789.7,625873.13
192,790.01,791.06,789.9,790.99,1513901760.0,183.49,143877.19
193,789.96,790.37,789.57,790.0,1513901820.0,247.43,195978.99
194,789.84,789.96,789.83,789.96,1513901880.0,588.67,461980.57
195,788.49,790.09,788.14,789.83,1513901940.0,1207.78,954140.39
196,788.98,789.82,788.33,788.49,1513902000.0,831.83,650765.05
197,788.1,789.93,786.92,789.0,1513902060.0,798.07,626388.2
198,787.39,788.27,787.13,788.02,1513902120.0,304.54,238494.36
199,785.92,787.39,785.75,787.39,1513902180.0,599.26,470203.21
200,786.29,786.68,785.42,785.95,1513902240.0,367.14,287148.69
201,785.95,786.73,785.8,786.29,1513902300.0,225.9,177508.31
202,784.77,785.95,783.96,785.95,1513902360.0,1522.21,1192137.48
203,782.43,784.92,782.06,784.77,1513902420.0,243.51,191178.93
204,781.55,782.64,781.12,782.54,1513902480.0,626.88,488900.05
205,783.61,783.72,781.55,781.55,1513902540.0,409.08,319574.63
206,784.12,784.12,783.08,783.33,1513902600.0,483.28,378695.68
207,782.15,784.14,782.11,783.68,1513902660.0,462.69,361604.03
208,782.69,783.05,782.12,782.15,1513902720.0,669.16,522917.32
209,783.81,784.36,782.3,782.64,1513902780.0,333.68,261109.24
210,784.68,785.06,783.21,783.67,1513902840.0,503.38,395278.26
211,785.01,785.06,784.19,784.68,1513902900.0,837.74,666638.99
212,784.56,785.94,784.35,785.0,1513902960.0,233.69,184025.78
213,784.2,785.51,784.2,784.57,1513903020.0,351.9,277709.64
214,784.16,785.59,783.85,784.0,1513903080.0,706.98,558892.91
215,783.17,784.87,782.77,784.03,1513903140.0,439.01,343042.73
216,781.98,783.26,781.83,783.17,1513903200.0,379.0,295884.68
217,780.08,781.93,779.88,781.93,1513903260.0,546.2,427315.24
218,779.1,780.08,778.69,780.08,1513903320.0,519.74,406041.87
219,778.55,780.02,777.99,779.38,1513903380.0,782.98,611792.74
220,779.84,779.95,777.98,778.55,1513903440.0,538.94,421797.87
221,779.99,780.81,779.69,779.88,1513903500.0,298.24,233012.35
222,778.25,780.6,778.22,780.38,1513903560.0,467.02,365953.26
223,779.86,780.18,778.05,778.25,1513903620.0,407.13,318415.43
224,780.14,781.21,779.24,779.86,1513903680.0,472.05,367235.12
225,778.79,780.56,778.72,779.91,1513903740.0,535.96,416946.74
226,780.44,780.62,778.34,778.79,1513903800.0,589.79,459321.53
227,778.15,781.09,777.4,780.75,1513903860.0,813.6,632341.46
228,776.36,778.23,776.18,778.15,1513903920.0,593.27,458987.33
229,775.84,776.34,774.69,776.19,1513903980.0,821.76,632373.83
230,777.24,777.52,774.95,775.84,1513904040.0,1096.29,844364.2
231,777.24,777.94,776.49,777.24,1513904100.0,559.47,432993.08
232,776.17,777.55,775.9,777.21,1513904160.0,761.13,588845.63
233,775.28,776.02,775.09,776.02,1513904220.0,626.35,482322.34
234,771.63,775.34,771.63,775.18,1513904280.0,1210.54,933826.26
235,770.27,771.71,770.27,771.63,1513904340.0,991.93,763636.8
236,770.29,771.0,770.07,770.24,1513904400.0,1295.72,1000485.58
237,770.37,770.82,769.44,770.29,1513904460.0,912.1,695076.86
238,770.95,771.52,769.88,770.37,1513904520.0,613.6,471636.02
239,771.09,771.87,770.14,770.8,1513904580.0,919.68,716729.84
240,770.98,772.0,770.45,771.08,1513904640.0,427.2,330288.2
241,769.06,771.17,769.06,770.98,1513904700.0,395.68,305116.16
242,767.61,769.41,767.6,769.06,1513904760.0,718.4,551203.75
243,767.24,767.62,766.83,767.61,1513904820.0,401.37,309401.9
244,764.14,767.31,764.06,767.15,1513904880.0,1256.43,961965.09
245,762.31,764.48,762.08,764.14,1513904940.0,747.16,570710.14
246,760.82,762.63,760.81,762.08,1513905000.0,1390.92,1053880.07
247,759.05,761.15,758.89,760.64,1513905060.0,2044.79,1552183.45
248,759.32,760.01,758.28,759.93,1513905120.0,635.02,482467.03
249,761.29,762.51,759.01,759.01,1513905180.0,1586.61,1201592.53
250,764.13,764.63,761.43,761.61,1513905240.0,641.92,496427.55
251,763.66,765.07,763.42,764.13,1513905300.0,812.6,624598.46
252,761.67,764.0,761.42,763.66,1513905360.0,1582.33,1207765.58
253,762.36,762.6,761.4,761.67,1513905420.0,748.22,570961.61
254,764.44,764.44,761.96,762.35,1513905480.0,431.22,330155.72
255,765.09,765.61,763.92,764.33,1513905540.0,690.5,527577.71
256,765.4,766.43,764.88,765.32,1513905600.0,605.59,466421.12
257,765.6,766.14,764.93,765.73,1513905660.0,712.33,545952.56
258,768.05,768.05,765.23,765.6,1513905720.0,463.74,354507.95
259,768.64,769.79,767.98,768.05,1513905780.0,353.42,271193.9
260,768.44,768.82,768.1,768.64,1513905840.0,409.49,314380.37
261,767.84,768.99,766.5,768.45,1513905900.0,284.94,219902.51
262,765.67,767.97,765.23,767.84,1513905960.0,444.86,343836.02
263,764.13,765.67,763.64,765.67,1513906020.0,488.01,376549.12
264,763.5,765.12,763.39,764.37,1513906080.0,625.27,477959.26
265,761.44,763.47,761.32,763.39,1513906140.0,937.74,718209.93
266,763.73,763.76,761.52,761.57,1513906200.0,589.47,448207.47
267,762.4,764.77,762.4,763.73,1513906260.0,601.17,462031.69
268,759.14,762.53,759.14,762.39,1513906320.0,1048.13,800108.07
269,758.78,760.05,757.37,759.16,1513906380.0,1331.4,1009441.14
270,760.73,761.18,758.31,758.73,1513906440.0,1562.97,1187821.36
271,759.99,761.01,757.48,760.73,1513906500.0,1173.82,887588.8
272,759.27,760.67,758.79,759.99,1513906560.0,479.6,365839.09
273,757.27,760.18,757.15,759.36,1513906620.0,810.67,612969.37
274,759.68,759.68,756.82,757.21,1513906680.0,1145.2,868718.87
275,760.64,761.54,759.96,760.05,1513906740.0,507.61,384395.59
276,758.84,761.01,758.29,760.64,1513906800.0,921.06,696571.53
277,757.64,758.98,757.64,758.84,1513906860.0,593.33,448189.1
278,758.59,758.75,757.45,757.64,1513906920.0,539.57,409163.31
279,757.74,758.64,757.39,758.54,1513906980.0,256.59,194491.23
280,757.18,758.51,756.89,757.74,1513907040.0,773.89,581170.99
281,756.27,757.78,756.15,757.45,1513907100.0,560.45,423063.97
282,754.7,756.92,754.7,756.6,1513907160.0,1091.53,827584.3
283,752.25,755.43,751.48,754.7,1513907220.0,3672.42,2785244.87
284,749.35,752.25,749.35,752.25,1513907280.0,2394.48,1787120.52
285,747.02,749.73,747.02,749.57,1513907340.0,2468.34,1848255.24
286,744.38,747.31,744.38,747.2,1513907400.0,3488.24,2589548.79
287,746.77,746.98,744.03,744.38,1513907460.0,1981.01,1480363.71
288,748.48,748.9,745.78,746.44,1513907520.0,2735.13,2025547.97
289,742.87,748.8,742.48,748.48,1513907580.0,2113.31,1568016.49
290,739.82,743.16,739.71,743.16,1513907640.0,2568.47,1899165.19
291,739.33,740.12,738.61,739.71,1513907700.0,1619.45,1204175.79
292,741.77,742.26,738.78,739.27,1513907760.0,2678.56,1986940.08
293,741.45,742.3,740.32,741.77,1513907820.0,1804.06,1340990.38
294,741.08,742.65,740.7,741.45,1513907880.0,1379.38,1018522.75
295,745.69,746.88,741.08,741.08,1513907940.0,1812.09,1354082.5
296,747.1,749.05,746.11,746.37,1513908000.0,1518.61,1137660.28
297,746.34,748.5,746.34,747.59,1513908060.0,1056.45,789278.61
298,742.44,747.17,742.43,746.34,1513908120.0,1407.42,1047449.11
299,743.46,743.61,741.65,742.34,1513908180.0,1923.02,1429869.11
300,745.05,745.3,743.22,743.46,1513908240.0,1185.46,880717.63
301,743.42,745.39,742.31,744.95,1513908300.0,866.12,643899.09
302,741.32,743.42,740.66,743.42,1513908360.0,923.95,683304.06
303,741.68,742.02,740.32,740.76,1513908420.0,1140.13,850768.58
304,738.41,741.51,738.41,741.35,1513908480.0,891.81,660938.02
305,736.91,738.45,736.49,738.41,1513908540.0,2067.96,1537387.42
306,732.76,737.28,732.76,736.91,1513908600.0,1757.18,1300624.98
307,731.72,733.61,731.42,732.77,1513908660.0,995.56,734711.17
308,731.86,732.76,730.99,731.72,1513908720.0,1950.18,1437961.92
309,732.61,732.89,731.44,731.8,1513908780.0,1541.64,1131065.0
310,731.88,733.17,731.72,732.61,1513908840.0,1084.52,799598.12
311,737.69,737.92,732.12,732.12,1513908900.0,2116.55,1562708.25
312,744.95,745.33,737.48,737.69,1513908960.0,2081.47,1545327.33
313,748.41,750.63,744.42,744.87,1513909020.0,1921.69,1440174.95
314,742.57,748.71,742.57,748.0,1513909080.0,1700.32,1277096.53
315,745.03,745.04,742.3,742.62,1513909140.0,1148.56,854394.03
316,746.39,747.31,744.51,745.02,1513909200.0,769.25,574169.17
317,745.89,747.38,745.18,746.39,1513909260.0,986.3,750292.16
318,747.28,748.4,745.65,745.93,1513909320.0,1240.52,926133.69
319,748.44,748.77,747.28,747.28,1513909380.0,779.72,582062.85
320,746.28,748.52,745.94,748.52,1513909440.0,844.48,629002.44
321,746.94,747.16,745.53,746.28,1513909500.0,1134.33,840037.25
322,744.92,746.93,744.43,746.85,1513909560.0,1530.22,1136834.03
323,745.99,746.27,744.52,744.92,1513909620.0,930.16,691682.0
324,748.34,748.34,745.2,745.99,1513909680.0,840.88,630344.32
325,753.06,754.05,747.92,747.93,1513909740.0,1436.01,1081702.47
326,751.87,755.36,751.6,753.07,1513909800.0,1399.23,1055947.73
327,750.3,752.03,749.71,751.88,1513909860.0,794.04,593853.67
328,750.06,751.44,749.59,750.3,1513909920.0,532.61,398920.84
329,750.16,750.87,750.08,750.26,1513909980.0,616.05,462756.2
330,749.03,750.34,748.05,750.34,1513910040.0,799.77,599424.2
331,749.51,749.89,748.3,749.28,1513910100.0,415.15,311306.69
332,749.36,750.16,749.08,749.51,1513910160.0,469.85,352742.95
333,748.54,749.89,748.27,749.36,1513910220.0,390.96,294086.25
334,746.45,748.4,746.31,748.4,1513910280.0,624.19,464406.24
335,743.3,746.45,742.39,746.45,1513910340.0,1276.7,948637.11
336,741.04,743.85,741.03,743.39,1513910400.0,1112.18,826796.75
337,741.11,742.01,740.51,741.04,1513910460.0,1122.3,832523.42
338,739.59,740.76,739.36,740.05,1513910520.0,1211.51,890971.81
339,740.58,740.98,739.96,740.07,1513910580.0,1328.33,977310.3
340,738.39,740.21,738.39,740.21,1513910640.0,664.84,489184.08
341,738.42,739.54,738.28,738.73,1513910700.0,1258.95,925574.01
342,737.45,738.87,737.45,738.43,1513910760.0,788.96,581716.84
343,735.78,737.67,735.78,737.35,1513910820.0,1048.63,777642.75
344,733.26,735.81,733.23,735.69,1513910880.0,959.79,707029.41
345,730.82,733.44,729.86,733.27,1513910940.0,1451.58,1071232.84
346,729.64,732.05,729.42,731.08,1513911000.0,1211.33,887156.55
347,725.64,729.77,725.4,729.64,1513911060.0,1928.0,1403387.85
348,721.12,725.73,720.38,725.64,1513911120.0,4100.28,2957451.44
349,717.82,721.49,717.62,720.74,1513911180.0,3081.32,2212767.62
350,715.46,719.11,715.23,717.82,1513911240.0,4121.47,2944993.19
351,712.6,716.24,711.35,715.46,1513911300.0,2842.94,2025499.02
352,709.78,712.66,708.45,712.3,1513911360.0,4122.95,2922621.7
353,704.73,709.98,704.1,709.98,1513911420.0,5552.53,3918976.64
354,705.78,709.48,699.41,704.39,1513911480.0,5213.1,3647454.48
355,712.66,714.18,704.74,705.78,1513911540.0,5674.58,4037765.34
356,715.68,717.8,712.47,712.47,1513911600.0,3505.99,2504806.63
357,714.29,717.07,713.65,716.08,1513911660.0,2184.5,1557959.82
358,715.01,716.37,712.06,714.29,1513911720.0,2657.24,1902681.76
359,715.52,717.12,714.62,715.01,1513911780.0,2494.87,1792123.01
360,708.56,716.42,708.29,715.47,1513911840.0,2189.53,1566149.41
361,702.86,709.12,702.54,707.96,1513911900.0,3250.88,2288577.04
362,701.68,703.49,701.24,702.84,1513911960.0,4078.64,2862281.97
363,702.66,702.97,699.92,701.67,1513912020.0,2385.78,1676241.11
364,705.11,705.41,701.58,702.66,1513912080.0,2206.83,1553557.96
365,708.42,708.71,703.87,705.11,1513912140.0,2189.32,1548279.53
366,701.9,708.38,700.74,708.24,1513912200.0,1804.43,1264303.06
367,697.6,701.9,697.59,701.9,1513912260.0,2176.0,1520439.98
368,695.43,698.13,694.63,697.6,1513912320.0,2613.87,1819214.48
369,696.65,697.47,693.1,695.43,1513912380.0,3473.9,2411137.96
370,690.37,697.15,689.97,696.65,1513912440.0,3950.34,2730932.38
371,681.85,690.72,680.97,690.37,1513912500.0,4383.62,3004678.16
372,676.47,684.75,675.26,684.75,1513912560.0,6826.11,4631684.39
373,666.71,677.72,666.71,676.52,1513912620.0,6367.72,4267178.42
374,659.35,667.66,657.58,666.88,1513912680.0,5281.02,3502050.6
375,679.28,690.27,642.66,661.8,1513912740.0,6993.19,4588135.04
376,652.38,652.38,652.38,652.38,1513912800.0,7614.07,4912262.39
377,652.38,652.38,652.38,652.38,1513912860.0,9966.42,6427058.02
378,652.38,652.38,652.38,652.38,1513912920.0,10003.13,6539278.39
379,652.38,652.38,652.38,652.38,1513912980.0,4432.25,2933282.69
380,652.38,652.38,652.38,652.38,1513913040.0,3366.21,2246473.65
381,652.38,652.38,652.38,652.38,1513913100.0,4864.43,3301464.02
382,652.38,652.38,652.38,652.38,1513913160.0,5158.67,3525461.25
383,652.38,652.38,652.38,652.38,1513913220.0,3990.34,2744028.33
384,652.38,652.38,652.38,652.38,1513913280.0,6318.23,4316750.87
385,680.23,680.86,652.38,652.38,1513913340.0,3252.43,2203482.03
386,678.6,681.71,678.57,680.39,1513913400.0,1991.6,1349552.88
387,680.03,681.19,678.26,678.4,1513913460.0,2189.3,1486998.07
388,673.38,681.35,672.67,680.03,1513913520.0,2726.1,1845799.36
389,671.96,674.0,671.1,672.8,1513913580.0,2637.51,1768546.99
390,670.23,672.09,669.47,671.95,1513913640.0,1882.04,1263727.54
391,673.56,676.27,669.85,669.85,1513913700.0,3530.58,2376661.91
392,675.75,676.64,673.55,673.56,1513913760.0,1612.99,1093790.66
393,674.41,675.89,673.95,675.75,1513913820.0,1408.39,950783.88
394,672.62,674.44,672.15,674.37,1513913880.0,994.38,672477.83
395,671.54,673.22,670.93,672.62,1513913940.0,1497.28,1002318.57
396,670.9,671.8,670.27,671.53,1513914000.0,1397.01,937324.27
397,670.68,671.18,669.81,671.13,1513914060.0,1938.4,1301826.97
398,665.33,671.29,664.88,670.68,1513914120.0,4160.91,2781087.11
399,655.27,665.94,655.21,665.49,1513914180.0,3376.65,2222480.47
400,657.95,659.22,653.17,655.88,1513914240.0,5270.42,3449540.8
401,654.5,659.77,652.77,657.95,1513914300.0,3075.72,2016430.89
402,654.96,657.03,652.26,657.03,1513914360.0,3937.79,2573819.87
403,649.76,655.06,649.13,655.06,1513914420.0,4260.26,2751022.39
